Id,SalePrice
2658,135842.75120257557
2718,145716.15801305487
2414,220050.11553755868
1989,112611.49039627855
625,181759.3010532743
333,91018.58441663385
1327,109025.6621504839
858,163491.43316055054
95,170686.17449329325
1568,180628.86275331938
2482,161682.4032226763
1364,117979.15257916308
2584,144312.68898843718
818,273788.99740000675
2673,158426.5512067964
2089,144540.80865791359
1297,142105.7046092453
790,117901.84875984471
2616,225168.10586721715
720,202399.70424719428
222,151403.59831629114
557,121286.75577659973
1148,198284.55182117532
2766,179438.2941257404
534,182303.86061357238
1452,130591.4278236076
630,115285.16053991098
2648,123548.46213721155
125,149232.4292585092
1904,62300.29053528739
1670,104322.5404622301
756,89583.41114185733
717,202301.20945985935
1032,157877.97218229438
852,233188.74220810249
1731,182061.96479716033
2639,118431.0847737552
2071,99095.61900178566
1267,116286.13122685681
1851,184541.6586519358
567,147931.23067347638
2439,207783.25242072076
1898,151379.88568265864
647,172376.5952805609
2256,221965.3708055737
979,93738.60128356724
1444,232175.51475212755
2485,127906.17426299087
157,133352.87300802165
88,121128.51068854117
2003,112866.36482531819
186,205057.66709856963
1425,246087.93488372097
2695,110634.26644214778
738,101854.57324721734
395,161079.69806479462
1353,167299.38909177916
1878,147671.04360599045
390,174923.01659507534
1456,244214.8580712666
1103,307604.3099506467
1387,114135.31635437407
2070,146764.3504084593
1199,188524.32105303122
2479,174178.34048129394
501,303278.58939588
2362,92774.09424248256
1718,196172.3905847553
2188,84956.1693309019
1483,151323.4316109067
2557,81520.92607294497
437,347274.5063643383
2224,184862.82201193034
1628,174446.22699298745
397,137140.92066583928
587,204491.1872198269
971,155316.75629866932
2611,143380.53249706916
1887,98705.33536375541
2399,332460.589620407
2148,204924.8531392765
304,110928.01106975495
1997,134257.8725986699
2817,118641.46763405473
1431,199078.95883976962
427,289253.5172149923
263,133992.6657107389
598,173371.90885716415
2895,245440.1443844567
687,157944.49703511028
1822,135936.65717456795
2191,109499.80594989289
179,121644.88700150163
1009,215737.26990190527
2010,128232.08061308526
1991,143609.71903180674
1411,172357.78512808104
1721,241109.41881690788
1144,190014.68699586854
593,227707.0357273755
575,328687.2467811307
1249,157467.0813667051
1604,129237.47888113352
1064,377315.9588618798
1923,155602.27534904567
1988,116944.66922102997
2325,176777.3246500489
114,198450.26743015365
2700,160829.51493196472
217,120710.78845089645
343,176989.70468975275
386,220778.63672749497
2005,132003.23492176356
2908,145105.87281127126
1814,228488.306570904
2446,488710.1129547611
208,144931.0093803802
1679,96495.97873308018
822,309689.42361701146
6,198559.80401349757
1781,357401.9840679352
2397,261646.58848370347
2340,306643.2777166556
1618,184897.4416239189
2843,111284.90813025752
1061,344335.74632909446
2786,133428.1010109374
1935,136874.72010534306
1341,125620.96630051623
521,265520.6081753626
2136,145373.21785303362
996,202443.3881869141
227,138603.7925324246
135,157388.3275751088
1167,171584.7640004762
294,216087.51760561307
1776,202407.47536869164
540,171083.98161431405
1717,198287.77171166957
2303,137642.7920208553
116,192508.0496904874
127,128070.93572765974
1371,122697.20879172435
1014,133355.76225359584
1507,113080.42932747156
702,124749.67848928184
750,139047.7677268421
261,161438.72568369328
1559,61465.448935218665
577,228564.04696562965
2812,201620.80665659517
2080,152315.05963118735
1368,118210.80490345709
2376,122031.87724906104
659,108476.05917906057
1235,131868.7863783949
332,71526.69594408906
1917,149013.4653571888
2094,243463.29727569927
1460,264666.27205330966
1471,218314.1068189535
1509,123934.93863713784
1922,134218.63587567024
433,446729.976213182
460,245829.62134232634
1116,252503.18096994804
1137,175785.87587752813
53,159763.06063749923
2354,265515.9366120533
1475,205917.58867955685
1761,407370.21602605004
842,148101.39363462434
2739,164131.1153477023
2509,147264.2732755198
1007,191581.28377913428
2610,190515.50989088332
1952,82218.08852990788
2719,154382.3807845004
2921,86801.53394543976
1966,129161.66910417755
292,100216.78570305015
1204,201392.3051568182
1829,277583.45706427994
2419,181952.7715298243
391,156816.78886292904
798,117881.37212423222
481,206081.74547046755
193,181316.56466830915
555,116476.21671941756
899,71800.46551140542
2357,204029.00160567704
328,119536.51310098865
1356,126194.35969423043
1154,96001.53337233672
1730,174322.34667087963
2249,163009.19051709704
1119,268788.3210468801
2856,133112.56182062402
1394,135835.40583808857
2587,131566.88076073918
61,299562.5158046594
2661,172929.17124360276
2711,129430.1308670788
1147,184472.6081732121
757,126111.36768497483
2623,94862.66673458484
2378,148733.5506541366
1413,154538.62606306738
1722,229847.8263399062
1112,210239.35340550053
1623,202458.07540003472
1201,194650.6601235256
1513,117008.21042113297
957,300987.9892241642
1171,260554.2187846713
1145,199040.46804048572
2726,258119.34621502075
703,151447.41269009546
760,92827.53615789056
1964,136339.70555864205
2512,186981.67390530117
159,128800.69068141887
1281,166288.2052061725
468,174787.62005018015
290,129493.61615758302
665,97365.72219234079
1463,247595.46208857943
1792,222439.16368649033
923,142759.18690893348
500,247393.55449193862
1408,169491.78662312333
331,73570.14786319983
170,115363.69183608459
2192,95897.1577572788
2571,186732.22928014531
2314,186950.02408931527
2647,101143.92067457826
422,399392.22896164365
2457,322492.3407136678
1838,187717.724170237
2805,246108.99644724207
1645,175473.27193083928
1711,283730.1639729598
2825,213995.18676862484
322,305468.5768565225
2103,251874.27874025062
342,115368.85640381416
600,129488.89696671779
488,184170.1791721135
1725,279699.70513526705
2246,259463.76509537155
2847,154666.58684277898
806,240410.62322883066
530,223001.40603358723
963,198421.73610079236
2678,92602.45905100305
171,98901.56579083405
2401,382954.076979712
805,236114.21205377794
2259,259301.32702070978
1748,199496.16129964814
1361,134828.3213319194
1677,110615.08873132787
1406,148570.99723551216
2322,227728.6001827446
688,142534.3595762581
143,139553.15691798882
804,223728.71947461902
1214,155048.9939688926
2828,145290.94625888643
1999,165458.38029491424
2467,188825.71884012397
2665,166870.10408270726
1538,348467.6443136104
398,113666.7837546167
2822,139683.97992679002
2157,145697.2029545984
1856,202146.25183463792
1269,102958.3448780129
2570,117622.04875475413
2320,228914.44605382532
1517,140896.9564839973
2304,128061.36494005051
1312,104496.53848035584
2012,133043.0374747313
506,254717.74875896933
2865,214809.62865458315
2367,99131.81744775847
554,88439.35339076497
238,131865.7642651919
1954,115741.54163131709
2488,140665.6245302714
2291,71679.85767772463
1969,102350.3876415036
2725,168308.20947070565
1482,152142.42107278464
2763,194842.21613146883
503,254300.96825726188
1584,255456.8699560689
1531,126043.93926033349
2210,149189.56592799467
459,318184.47258246737
556,128706.18436714151
1347,137204.12111972802
1290,75536.15730350342
1388,98372.81277805548
1571,182286.29117329925
2754,194743.0669162864
765,128586.40163703328
2494,121952.98828010625
2870,226071.45381838587
7,223042.33918408008
1114,251274.96509931743
2418,263219.9557209101
291,120717.21852360442
18,263186.9485661863
39,337019.2689915615
1001,255878.77183102354
2442,216959.81442442726
616,114466.86747382951
2680,74213.3081054127
1414,132431.43577595364
289,131342.04670303466
40,240946.2555714204
860,127621.42426717641
409,139871.17573264882
673,149176.77071342853
2427,163887.2236679955
2036,209805.56607947062
2564,142176.6973246332
642,128067.00527420858
1008,193481.37270574435
1908,136838.36086743238
2519,196999.57389300945
1369,97035.77584580734
2855,172394.7450900525
712,98546.90249987639
1943,114651.07946947057
1958,132003.13706339264
107,153079.80026293776
2295,220219.38859139226
704,100365.49054016185
676,130822.41118846982
259,188575.94420342593
93,288816.4654456774
106,250658.825561501
2315,184569.3215443699
1050,109145.16961771264
1095,214397.31586763443
2709,143386.88664385327
758,143649.55662334565
1496,159602.29730468732
2370,119388.37502455463
2458,276423.8029867998
2733,129674.04573911554
161,240419.399194004
